"delivery_date","hour_ending","qse","dme","generation_resource_name","multi_hour_block_flag","block_indicator1","price1_rrspfr","price1_rrsffr","price1_rrsufr","price1_ecrs","price1_offec","price1_online_nonspin","price1_regup","price1_regdown","price1_offline_nonspin","quantity_mw1","block_indicator2","price2_rrspfr","price2_rrsffr","price2_rrsufr","price2_ecrs","price2_offec","price2_online_nonspin","price2_regup","price2_regdown","price2_offline_nonspin","quantity_mw2","block_indicator3","price3_rrspfr","price3_rrsffr","price3_rrsufr","price3_ecrs","price3_offec","price3_online_nonspin","price3_regup","price3_regdown","price3_offline_nonspin","quantity_mw3","block_indicator4","price4_rrspfr","price4_rrsffr","price4_rrsufr","price4_ecrs","price4_offec","price4_online_nonspin","price4_regup","price4_regdown","price4_offline_nonspin","quantity_mw4","block_indicator5","price5_rrspfr","price5_rrsffr","price5_rrsufr","price5_ecrs","price5_offec","price5_online_nonspin","price5_regup","price5_regdown","price5_offline_nonspin","quantity_mw5","p_posted_date"
"2024-10-02","20","QLUMN","YLUMN","WCPP_CC1_4","N","V","65.53",,,"65.53",,,"55.11",,,"15.0","V","65.45",,,"65.45",,,"55.03",,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QBEEP1","YHENI1","WEIL_TRC_BESS","N","V",,"0.0",,,,,,,,"4.0","V","0.96",,,"0.86",,,,,,"3.0","V",,,,,,"4.0",,,,"2.4","V","39.0",,,"38.9",,,,,,"1.5",,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QEDF23","YCASTL","WFCOGEN_CC1_6","Y","V",,,,,,,,,"2.0","40.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QTEN28","YWOLFT","WFTANK_ESS1","N","V","8.0",,,"8.0",,,,,,"40.0","V","18.0",,,"18.0",,,"16.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QLCRA","YLCRA","WIPOPA_WPP_G1","Y","V",,,,,,,,,"5.0","43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QLCRA","YLCRA","WIPOPA_WPP_G2","Y","V",,,,,,,,,"5.0","43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QLCRA","YLCRA","WIPOPA_WPP_G3","Y","V",,,,,,,,,"5.0","43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QLCRA","YLCRA","WIPOPA_WPP_G4","Y","V",,,,,,,,,"5.0","43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QLCRA","YLCRA","WIRTZ_WIRTZ_G1","N","V","0.63",,,,,,,,,"28.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QLCRA","YLCRA","WIRTZ_WIRTZ_G2","N","V","0.63",,,,,,,,,"28.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QTENSK","YWHITN","WND_WHITNEY1","N","V",,,,"0.01",,,,,,"20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QTENSK","YWHITN","WND_WHITNEY2","N","V",,,,"0.01",,,,,,"20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QTEN26","YWESTO","WOV_BESS_UNIT1","N","V",,,,"1.0",,,,,,"6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QTEN24","YSMTTX","W_HARLIN_BESS","N","V","0.5",,,,,,,,,"5.0","V",,,,"1.0",,,,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","20","QTEN26","YZIERS","ZIER_SLR_BES1","N","V",,,,"65.0",,,,,,"15.0","V",,,,"100.0",,,,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","ALVIN_UNIT1","N","V","0.49",,,"2.49",,,"0.49",,,"1.9","V","6.4",,,,,,"6.4",,,"1.5","V","27.38",,,,,,"19.38",,,"1.5","V","49.49",,,,,,"41.49",,,"1.1","V","74.98",,,,,,"66.98",,,"1.1","2024-12-01"
"2024-10-02","21","QENE11","YENELT","ANCHOR_BESS1","N","V",,,,"0.49",,,,,,"4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QENE11","YENELT","ANCHOR_BESS2","N","V",,,,"0.49",,,,,,"3.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSUE53","YPLUSP","ANEM_ESS_BESS1","N","V","825.0",,,"825.0",,,"750.0",,,"29.2","V","980.0",,,"980.0",,,"735.0",,,"39.0","V","735.0",,,"735.0",,,"588.0",,,"48.8","V","588.0",,,"588.0",,,"490.0",,,"78.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","ANGLETON_UNIT1","N","V",,"0.0",,,,,,,,"9.9","V","6.4","6.2",,,,,"6.4",,,"2.0","V","27.38","27.18",,,,,"19.38",,,"2.0","V","49.49","49.29",,,,,"41.49",,,"2.0","V","74.98","74.78",,,,,"66.98",,,"1.5","2024-12-01"
"2024-10-02","21","QBTU","YBRYN","ATKINS_ATKINSG7","N","V",,,,,,"500.0",,,,"12.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLCRA","YLCRA","AUSTPL_AUSTING2","N","V","0.81",,,,,,,,,"8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QENEL6","YENELT","AZURE_BESS1","N","V",,,,"0.49",,,,,,"11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTENSK","YPHR","BAC_CTG1","N","V",,,,,,,,,"1.02","52.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTENSK","YPHR","BAC_CTG2","N","V",,,,,,,,,"1.01","55.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTENSK","YPHR","BAC_CTG3","N","V",,,,,,,,,"1.07","52.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTENSK","YPHR","BAC_CTG5","N","V",,,,,,,,,"1.03","53.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTENSK","YPHR","BAC_CTG6","N","V",,,,,,,,,"1.05","54.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","BATCAVE_BES1","N","V",,"0.0",,,,,,,,"100.5","V","6.4","6.2",,,,,"6.4",,,"20.1","V","27.38","27.18",,,,,"19.38",,,"20.1","V","49.49","49.29",,,,,"41.49",,,"20.1","V","74.98","74.78",,,,,"66.98",,,"15.1","2024-12-01"
"2024-10-02","21","QTEN24","YSMTTX","BAY_CITY_BESS","N","V","0.5",,,,,,,,,"5.0","V",,,,"1.0",,,,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN23","YWATTB","BCH_UNIT1","N","V",,,,,"0.85",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN23","YWATTB","BCH_UNIT2","N","V",,,,,"0.85",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN23","YWATTB","BCH_UNIT3","N","V",,,,,,,,,"0.85","51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN23","YWATTB","BCH_UNIT4","N","V",,,,,"0.85",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN23","YWATTB","BCH_UNIT5","N","V",,,,,"0.85",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN23","YWATTB","BCH_UNIT6","N","V",,,,,"0.85",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN22","YTRIPL","BELD_BELU1","N","V","15.0",,,"15.0",,"15.0",,,,"1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QFPL12","YBLUET","BLSUMMIT_BATTERY","N","V",,,,,,,"0.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QENEL7","YENELT","BLUEJAY_BESS1","N","V",,,,"0.99",,,,,,"24.8","V","0.99",,,,,,,,,"25.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","BOSQUESW_CC2_3","N","V",,,,,,"3.0",,,,"20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCPSE","YCPS","BRAUNIG_VHB1","N","V",,,,,,,"2.51",,,"6.0","V",,,,,,,"3.21",,,"4.0","V","2.71",,,,,,,,,"21.7","V",,,,"2.8",,,,,,"25.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCPSE","YCPS","BRAUNIG_VHB1","N","V",,,,,,,,"7.01",,"10.0","V",,,,,,,,"10.01",,"5.0","V",,,,,,,,"14.01",,"2.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCPSE","YCPS","BRAUNIG_VHB2","N","V",,,,,,,"2.51",,,"6.0","V",,,,,,,"3.21",,,"4.0","V","5.71",,,,,,,,,"23.0","V",,,,"0.37",,"0.47",,,,"30.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCPSE","YCPS","BRAUNIG_VHB3","N","V",,,,,,,"2.61",,,"6.0","V",,,,,,,"3.31",,,"4.0","V","2.81",,,,,,,,,"40.0","V",,,,"0.8",,,,,,"10.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCPSE","YCPS","BRAUNIG_VHB3","N","V",,,,,,,,"7.11",,"10.0","V",,,,,,,,"10.11",,"5.0","V",,,,,,,,"14.11",,"2.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","BRAZORIA_UNIT1","N","V",,"0.0",,,,,,,,"9.9","V","6.4","6.2",,,,,"6.4",,,"2.0","V","27.38","27.18",,,,,"19.38",,,"2.0","V","49.49","49.29",,,,,"41.49",,,"2.0","V","74.98","74.78",,,,,"66.98",,,"1.5","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","BRP_PBL1_UNIT1","N","V","0.49",,,"2.49",,,"0.49",,,"1.9","V","6.4",,,,,,"6.4",,,"1.5","V","27.38",,,,,,"19.38",,,"1.5","V","49.49",,,,,,"41.49",,,"1.1","V","74.98",,,,,,"66.98",,,"1.1","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","BRP_PBL2_UNIT1","N","V",,"0.0",,,,,,,,"7.4","V","6.4","6.2",,,,,"6.4",,,"1.5","V","27.38","27.18",,,,,"19.38",,,"1.5","V","49.49","49.29",,,,,"41.49",,,"1.5","V","74.98","74.78",,,,,"66.98",,,"1.1","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","BRP_ZPT1_UNIT1","N","V",,"0.0",,,,,,,,"9.9","V","6.4","6.2",,,,,"6.4",,,"2.0","V","27.38","27.18",,,,,"19.38",,,"2.0","V","49.49","49.29",,,,,"41.49",,,"2.0","V","74.98","74.78",,,,,"66.98",,,"1.5","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","BRP_ZPT2_UNIT1","N","V","0.49",,,"2.49",,,"0.49",,,"1.2","V","6.4",,,,,,"6.4",,,"1.0","V","27.38",,,,,,"19.38",,,"1.0","V","49.49",,,,,,"41.49",,,"0.7","V","74.98",,,,,,"66.98",,,"0.7","2024-12-01"
"2024-10-02","21","QCALP","YCALP","BTE_CC1_4","N","V",,,,,,"3.0",,,,"30.0","V",,,,,,"4.0",,,,"30.0","V",,,,,,"5.0",,,,"20.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","BTE_CC1_6","N","V",,,,,,"3.0",,,,"50.0","V",,,,,,"4.0",,,,"60.0","V",,,,,,"5.0",,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QEDF21","YWATTB","BTM_UNIT1","N","V",,,,,"0.01",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QEDF21","YWATTB","BTM_UNIT2","N","V",,,,,,,,,"0.02","44.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QEDF21","YWATTB","BTM_UNIT3","N","V",,,,,"0.03",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QEDF21","YWATTB","BTM_UNIT4","N","V",,,,,"0.04",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QEDF21","YWATTB","BTM_UNIT5","N","V",,,,,"0.05",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QEDF21","YWATTB","BTM_UNIT6","N","V",,,,,"0.06",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLCRA","YLCRA","BUCHAN_BUCHANG1","N","V","0.82",,,,,,,,,"14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLCRA","YLCRA","BUCHAN_BUCHANG2","N","V","0.79",,,,,,,,,"14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLCRA","YLCRA","BUCHAN_BUCHANG3","N","V","0.75",,,,,,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","BVE_CC1_1","N","V",,,,,,"3.0",,,,"40.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QHABIT","YGLIDE","BYRDR_ES_BESS1","N","V","1.97",,,"1.97",,,,,,"25.0","V","9.97",,,,,,,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCPSE","YCPS","CALAVERS_OWS1","N","V",,,,,,,"2.71",,,"6.0","V",,,,,,,"3.41",,,"4.0","V","0.91",,,,,,,,,"42.0","V",,,,"0.8",,,,,,"50.0","V",,,,,,"0.81",,,,"25.0","2024-12-01"
"2024-10-02","21","QCPSE","YCPS","CALAVERS_OWS1","N","V",,,,,,,,"7.21",,"10.0","V",,,,,,,,"10.21",,"5.0","V",,,,,,,,"14.21",,"2.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSHEL2","YPORT","CALHOUN_UNIT1","N","V",,,,,,"0.01",,,,"43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","CAL_CC1_2","N","V",,,,,,"3.0",,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QBEEP1","YBEEPR","CATARINA_BESS","N","V",,"0.0",,,,,,,,"5.0","V","0.96",,,"0.86",,,,,,"2.5","V","19.0",,,"18.9",,,,,,"1.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","CCEC_CC1_2","N","V",,,,,,"1.0",,,,"40.0","V",,,,,,"1.5",,,,"30.0","V",,,,,,"2.0",,,,"30.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","CCEC_CC1_4","N","V",,,,,,"1.0",,,,"40.0","V",,,,,,"1.5",,,,"40.0","V",,,,,,"2.0",,,,"80.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QBEEP1","YBEEPR","CEDRVALE_BESS","N","V",,"0.0",,,,,,,,"5.0","V","0.96",,,"0.86",,,,,,"2.5","V","19.0",,,"18.9",,,,,,"1.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","CHE_CC1_7","N","V",,,,,,"5.0",,,,"25.0","V",,,,,,"3.0",,,,"70.0","V",,,,,,"4.0",,,,"30.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","CHE_CC1_9","N","V",,,,,,"3.0",,,,"50.0","V",,,,,,"4.0",,,,"50.0","V",,,,,,"5.0",,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN25","YCHISH","CHISMGRD_BES1","N","V","1.32",,,,,,,,,"20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN22","YCALLI","CLO_BESS1","N","V","1.49",,,"1.49",,,,,,"10.0","V","9.44",,,"9.44",,,,,,"10.0","V","94.0",,,"94.0",,,,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QMEA1","YMEA","CLO_BESS2","N","V","10.82",,,"10.83",,"5000.0","5000.0",,,"98.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","COLETO_COLETOG1","N","V",,,,,,,,"20.4",,"1.5","V",,,,,,,,"18.9",,"2.0","V",,,,,,,,"18.91",,"2.0","V",,,,,,,,"18.91",,"2.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","COLETO_COLETOG1","N","V","0.01",,,"0.01",,,"3.56",,,"0.1","V","0.01",,,"0.01",,,"3.56",,,"14.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTYRE","YREGCO","CONTINEN_BESS1","N","V","0.5",,,,,,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QNGRE1","YCOPPE","CORALSLR_BESS1","N","V","5000.0",,,"5000.0",,,"5000.0",,,"0.1","V","5000.0",,,"5000.0",,,"5000.0",,,"0.2","V","5000.0",,,"5000.0",,,"5000.0",,,"0.3","V","0.0",,,"5000.0",,,"5000.0",,,"20.0","V","5000.0",,,"0.0",,,"5000.0",,,"20.0","2024-12-01"
"2024-10-02","21","QNGRE1","YCOPPE","CORALSLR_BESS2","N","V","5000.0",,,"5000.0",,,"5000.0",,,"0.1","V","5000.0",,,"5000.0",,,"5000.0",,,"0.2","V","5000.0",,,"5000.0",,,"5000.0",,,"0.3","V","0.0",,,"5000.0",,,"5000.0",,,"20.0","V","5000.0",,,"0.0",,,"5000.0",,,"20.0","2024-12-01"
"2024-10-02","21","QBEEP1","YBEEPR","COYOTSPR_BESS","N","V","0.95",,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QZEPHY","YHATCH","CROSSETT_BES1","N","V","0.5",,,"0.5",,,"500.0",,,"10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTEN22","YCROSS","CROSSETT_BES2","N","V","1.5",,,"1.5",,,,,,"5.0","V","50.0",,,,,,,,,"10.0","V","75.0",,,"75.0",,,,,,"20.0","V","100.0",,,"100.0",,,,,,"20.0","V",,,,,,"100.0",,,,"20.0","2024-12-01"
"2024-10-02","21","QBTU","YBRYN","DANSBY_DANSBYG1","N","V",,,,,,"0.35",,,,"50.0","V","0.5",,,,,,,,,"15.0","V",,,,,,,"25.0",,,"5.0","V",,,,"5.0",,,,,,"15.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","DCSES_BES1","N","V","1.5",,,,,,,,,"31.0","V","1.5",,,"3.75",,,"1.5",,,"31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","DCSES_BES2","N","V","1.5",,,,,,,,,"31.0","V","1.5",,,,,,,,,"31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","DCSES_BES3","N","V","1.5",,,,,,,,,"29.5","V","1.5",,,,,,,,,"29.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","DCSES_CT20","N","V",,,,,,,,,"6.64","6.8","V",,,,,,,,,"6.32","6.8","V",,,,,,,,,"18.0","20.4","V",,,,,,,,,"0.01","38.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","DCSES_CT30","N","V",,,,,,,,,"7.28","6.8","V",,,,,,,,,"6.96","6.8","V",,,,,,,,,"18.2","20.2","V",,,,,,,,,"0.01","37.2",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","DDPEC_CC1_2","N","V",,,,,,"3.0",,,,"60.0","V",,,,,,"4.0",,,,"70.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QCALP","YCALP","DDPEC_CC1_4","N","V",,,,,,"3.0",,,,"60.0","V",,,,,,"4.0",,,,"90.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QAEN","YAEN","DECKER_DPGT_1","N","V",,,,,,,,,"0.01","48.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QDENT2","YDENT2","DEC_AGR_C","N","V",,,,,,"0.01",,,,"12.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QBEEP1","YHENI1","DIBOL_BESS","N","V",,"0.0",,,,,,,,"5.0","V","0.96","0.0",,"0.86",,,,,,"2.5","V","19.0",,,"18.9",,"18.25",,,,"1.0","V","125.0",,,,,,,,,"2.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","DICKNSON_UNIT1","N","V",,"0.0",,,,,,,,"9.9","V","6.4","6.2",,,,,"6.4",,,"2.0","V","27.38","27.18",,,,,"19.38",,,"2.0","V","49.49","49.29",,,,,"41.49",,,"2.0","V","74.98","74.78",,,,,"66.98",,,"1.5","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","DKNS_ESS_BES1","N","V","0.49",,,"2.49",,,"0.49",,,"12.5","V","6.4",,,,,,"6.4",,,"10.0","V","27.38",,,,,,"19.38",,,"10.0","V","49.49",,,,,,"41.49",,,"7.5","V","74.98",,,,,,"66.98",,,"7.5","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","DKNS_ESS_BES2","N","V","0.49",,,"2.49",,,"0.49",,,"12.2","V","6.4",,,,,,"6.4",,,"9.8","V","27.38",,,,,,"19.38",,,"9.8","V","49.49",,,,,,"41.49",,,"7.4","V","74.98",,,,,,"66.98",,,"7.4","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","DKNS_ESS_BES3","N","V","0.49",,,"2.49",,,"0.49",,,"11.9","V","6.4",,,,,,"6.4",,,"9.5","V","27.38",,,,,,"19.38",,,"9.5","V","49.49",,,,,,"41.49",,,"7.1","V","74.98",,,,,,"66.98",,,"7.1","2024-12-01"
"2024-10-02","21","QSUE74","YSUEZ","DKNS_ESS_BES4","N","V","0.49",,,"2.49",,,"0.49",,,"12.5","V","6.4",,,,,,"6.4",,,"10.0","V","27.38",,,,,,"19.38",,,"10.0","V","49.49",,,,,,"41.49",,,"7.5","V","74.98",,,,,,"66.98",,,"7.5","2024-12-01"
"2024-10-02","21","QSUE52","YPLUSP","EBNY_ESS_BESS1","N","V","990.0",,,"990.0",,,"900.0",,,"29.2","V","594.0",,,"594.0",,,"495.0",,,"78.0","V","990.0",,,"990.0",,,"742.5",,,"39.0","V","742.5",,,"742.5",,,"594.0",,,"48.8",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSHEL2","YKEYCA","ENDPARKS_ESS1","N","V",,,,,,,,"5000.0",,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QSHEL2","YKEYCA","ENDPARKS_ESS1","N","V","0.01",,,,,,,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","ETCCS_CC1_2","N","V","0.01",,,"18.89",,,"16.08",,,"20.0","V","0.01",,,"19.1",,,"16.28",,,"20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QLUMN","YLUMN","ETCCS_CC1_2","N","V",,,,,,,,"9.74",,"3.0","V",,,,,,,,"9.73",,"3.0","V",,,,,,,,"9.71",,"3.0","V",,,,,,,,"9.76",,"3.5",,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QTENSK","Y2WPER","EUNICE_BES1","N","V","75.0",,,,,,,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","21","QBEEP1","YHENI1","FALFUR_BESS","N","V",,"0.0",,,,,,,,"5.0","V","0.96",,,"0.86",,,,,,"2.5","V","19.0",,,"18.9",,,,,,"1.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
